#SampleID,#SampleID,empo_0,empo_1,empo_2,empo_3,averagecopy
1632.E4B11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3982941036434697
1632.E4B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.386370186982079
1632.E4C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.017366208482475
1632.E4C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.755580437388585
1632.E4C03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8624949805557094
1632.E4C04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.629167362301128
1632.E4C04.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,3.304445724059834
1632.E4C05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.6975024143971575
1632.E4C06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.1355382662875813
1632.E4C07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8612393742236026
1632.E4C08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.2106089148926933
1632.E4C09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.711034331220144
1632.E4C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.392793535957075
1632.E4C11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.217484305697803
1632.E4C12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.521875067366602
1632.E4D01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.009613965098346
1632.E4D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.318570853932324
1632.E4D03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.4200638622038366
1632.E4D04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.201941851013238
1632.E4D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.069981174505277
1632.E4D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.217132531826532
1632.E4D07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.857273182887901
1632.E4D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.6161030003706838
1632.E4D09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.0485166576687757
1632.E4D10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.142373561177064
1632.E4D11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.122434919855071
1632.E4D12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.890455315058676
1632.E4E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.168614822925834
1632.E4E02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.981565413941488
1632.E4E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.8500618485763365
1632.E4E04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.552340695497033
1632.E4E05.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.02981319587208
1632.E4E06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3701745105970775
1632.E4E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.1562229146775955
1632.E4E08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.9303131591023877
1632.E4E09.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.647175328221342
1632.E4E10.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,3.7190130723411303
1632.E4E11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.23759521588666
1632.E4E12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.788921571415804
1632.E4F01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.810902998847352
1632.E4F02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.825843775464977
1632.E4F03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.8420737798513804
1632.E4F04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.543568278273803
1632.E4F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.591609632690498
1632.E4F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.979785349754727
1632.E4F07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.6032693039806047
1632.E4F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.282880708521182
1632.E4F09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.7118426276976315
1632.E4F10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.594427169665403
1632.E4F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.573178686487385
1632.E4F12.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,5.462512222203211
1632.E4G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.20361414078577
1632.E4G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.941962585216442
1632.E4G03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.475724153350229
1632.E4G05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.162590270791837
1632.E4G06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.1499023940898314
1632.E4G07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.2873138099949584
1632.E4G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.945175806138891
1632.E4G09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.561871169381988
1632.E4G10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.450393697095244
1632.E4G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.0625543010401115
1632.E4G12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.4613498870953165
1632.E4H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.342090158101331
1632.E4H02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.454878266724994
1632.E4H03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.060974639675
1632.E4H04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.6214627063668483
1632.E4H05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3958695443432476
1632.E4H06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.4807557649710494
1632.E4H07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.4408579503890735
1632.E4H08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.716506359882986
1632.E4H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.103440807537833
1632.E4H10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.337211260748541
1632.E4H11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8104821906973285
1632.E4H12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.7684071313858625
1632.E5A01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.476950246968183
1632.E5A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.2915686885028523
1632.E5A03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.043040100825111
1632.E5A04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.7243106004822453
1632.E5A05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.3957840173749165
1632.E5A06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.6859810702759663
1632.E5A07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,1.9121697126788462
1632.E5A08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.512001166127255
1632.E5A09.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,5.050834941524528
1632.E5A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8818917041095995
1632.E5A11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.312426331878416
1632.E5A12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.77712898181908
1632.E5B01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.949319291518308
1632.E5B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.4490911932091586
1632.E5B03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.2284325973287253
1632.E5B04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.71496159905835
1632.E5B05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.056081506399507
1632.E5B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.589524438957343
1632.E5B07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.120971208414588
1632.E5B08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8123417544203755
1632.E5B09.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.898811564517704
1632.E5B10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.289551792480629
1632.E5B11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8968176445580918
1632.E5B12.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.954371209032642
1632.E5C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.245661713111048
1632.E5C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.935360291744735
1632.E5C03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8598907151739934
1632.E5C04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.932412683585391
1632.E5C05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.833752199449505
1632.E5C06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.227944161479754
1632.E5C07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3537516187005365
1632.E5C08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.941381541260366
1632.E5C09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.461774109688369
1632.E5C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.715274127831769
1632.E5C11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.7329354753786728
1632.E5C12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.613060307328704
1632.E5D01.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.488150542980638
1632.E5D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.962373958068805
1632.E5D03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.312180561582503
1632.E5D04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.153378101681195
1632.E5D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.6154682299424756
1632.E5D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.157142863595199
1632.E5D07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.6021008910434698
1632.E5D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.117968887194223
1632.E5D09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.030975196103667
1632.E5D10.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.798097146228923
1632.E5D11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3899558916227592
1632.E5D12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,5.233906543428187
1632.E5E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8239159947014096
1632.E5E02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.4908949703233523
1632.E5E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.1789986770587033
1632.E5E04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.304447903096818
1632.E5E05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.939999586908908
1632.E5E06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.7554684899328326
1632.E5E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.4673213610720657
1632.E5E08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.8924312747550065
1632.E5E09.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.847509199262321
1632.E5E10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.9416771495696374
1632.E5E11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.2166195486047755
1632.E5E12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.673412199582976
1632.E5F01.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,3.835508851899509
1632.E5F02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.9562285926664225
1632.E5F03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.194164810873785
1632.E5F04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,1.9308811682946194
1632.E5F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.0300514939526595
1632.E5F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.9419718064929845
1632.E5F07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.8411525638814727
1632.E5F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.531680811735656
1632.E5F10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.898732102499913
1632.E5F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3095119087494975
1632.E5F12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.295208971821259
1632.E5G01.r.EMPbird.v4.NoIndex.L001,,EMP sample,Host-associated,Animal,Animal surface,4.350227863081878
1632.E5G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.4036985602900867
1632.E5G03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3804648034781835
1632.E5G04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.220839335287358
1632.E5G05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.584385781266123
1632.E5G06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,2.9617917121342785
1632.E5G07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,3.3304347697818266
1632.E5G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.0867798187059865
1632.E5G09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,,EMP sample,Host-associated,Animal,Animal surface,4.46409932661835
